script_name,test_id,tquery,fixed_query,duration,final_score
adventureworks_c02,4,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( pod.orderqty in ( 550,60,4,3 ) AND pod.unitprice >= 22.1655 AND poh.shipmethodid <> 1 AND poh.subtotal >= 102.564 )""",2,1825
adventureworks_c02,5,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.makeflag = 'f' and p.finishedgoodsflag ='f' and p.safetystocklevel > 100 and p.listprice=0 and poh.shipmethodid>1 and poh.orderdate>'2011-01-01 00:00:00' and poh.shipdate > '2011-01-01 00:00:00' and poh.subtotal> 100 and pod.orderqty>1 and pod.unitprice>20;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( pod.orderqty in ( 550,60,4,3 ) AND pod.unitprice >= 22.1655 AND poh.shipmethodid <> 1 AND poh.subtotal >= 102.564 )""",1,1825
adventureworks_c03,0,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.safetystocklevel =1000 or p.listprice>150 or poh.shipmethodid=1 or poh.orderdate='2011-04-30 00:00:00' or poh.shipdate= '2011-04-25 00:00:00' or poh.subtotal > 25000 or pod.orderqty=4 or pod.unitprice>50;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 ) OR ( p.listprice > 150 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate = '2011-04-30 00:00:00' ) OR ( poh.shipdate = '2011-04-25 00:00:00' ) OR ( poh.subtotal > 25000 ) OR ( pod.orderqty = 4 ) OR ( pod.unitprice >= 50.26 )""",0,0
adventureworks_c03,1,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.safetystocklevel =1000 or p.listprice>150 or poh.shipmethodid=1 or poh.orderdate='2011-04-30 00:00:00' or poh.shipdate= '2011-04-25 00:00:00' or poh.subtotal > 25000 or pod.orderqty=4 or pod.unitprice>50;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 ) OR ( p.listprice > 150 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate = '2011-04-30 00:00:00' ) OR ( poh.shipdate = '2011-04-25 00:00:00' ) OR ( poh.subtotal > 25000 ) OR ( pod.orderqty = 4 ) OR ( pod.unitprice >= 50.26 )""",0,0
adventureworks_c03,2,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.safetystocklevel =1000 or p.listprice>150 or poh.shipmethodid=1 or poh.orderdate='2011-04-30 00:00:00' or poh.shipdate= '2011-04-25 00:00:00' or poh.subtotal > 25000 or pod.orderqty=4 or pod.unitprice>50;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 ) OR ( p.listprice > 150 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate = '2011-04-30 00:00:00' ) OR ( poh.shipdate = '2011-04-25 00:00:00' ) OR ( poh.subtotal > 25000 ) OR ( pod.orderqty = 4 ) OR ( pod.unitprice >= 50.26 )""",0,0
adventureworks_c03,3,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.safetystocklevel =1000 or p.listprice>150 or poh.shipmethodid=1 or poh.orderdate='2011-04-30 00:00:00' or poh.shipdate= '2011-04-25 00:00:00' or poh.subtotal > 25000 or pod.orderqty=4 or pod.unitprice>50;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 ) OR ( p.listprice > 150 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate = '2011-04-30 00:00:00' ) OR ( poh.shipdate = '2011-04-25 00:00:00' ) OR ( poh.subtotal > 25000 ) OR ( pod.orderqty = 4 ) OR ( pod.unitprice >= 50.26)""",0,0
adventureworks_c03,4,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.safetystocklevel =1000 or p.listprice>150 or poh.shipmethodid=1 or poh.orderdate='2011-04-30 00:00:00' or poh.shipdate= '2011-04-25 00:00:00' or poh.subtotal > 25000 or pod.orderqty=4 or pod.unitprice>50;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 ) OR ( p.listprice > 150 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate = '2011-04-30 00:00:00' ) OR ( poh.shipdate = '2011-04-25 00:00:00' ) OR ( poh.subtotal >= 25334.925 ) OR ( pod.orderqty = 1 ) OR ( pod.unitprice >= '50.26' )""",139,0
adventureworks_c03,5,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where p.safetystocklevel =1000 or p.listprice>150 or poh.shipmethodid=1 or poh.orderdate='2011-04-30 00:00:00' or poh.shipdate= '2011-04-25 00:00:00' or poh.subtotal > 25000 or pod.orderqty=4 or pod.unitprice>50;""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 ) OR ( p.listprice > 150 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate = '2011-04-30 00:00:00' ) OR ( poh.shipdate = '2011-04-25 00:00:00' ) OR ( poh.subtotal > 25000 ) OR ( pod.orderqty = 4 ) OR ( pod.unitprice >= 50.26 )""",0,0
adventureworks_c04,0,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.orderqty=4 and pod.unitprice>50);""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 AND pod.duedate = '2011-04-30 00:00:00' ) OR ( p.listprice >= 52.64 AND poh.status in ( 2,4,3 ) ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate > '2014-04-30 00:00:00' AND poh.shipdate > '2014-07-25 00:00:00' ) OR ( poh.subtotal > 25000 AND pod.orderqty = 4 AND pod.unitprice > 50 )""",0,0
adventureworks_c04,1,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.orderqty=4 and pod.unitprice>50);""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 AND pod.duedate = '2011-04-30 00:00:00' ) OR ( p.listprice > 50 AND poh.status > 1 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate > '2014-04-30 00:00:00' AND poh.shipdate > '2014-07-25 00:00:00' ) OR ( poh.subtotal > 25000 AND pod.orderqty = 4 AND pod.unitprice > 50 )""",0,0
adventureworks_c04,2,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.orderqty=4 and pod.unitprice>50);""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 AND pod.duedate = '2011-04-30 00:00:00' ) OR ( p.listprice >= 52.64 AND poh.status in ( 2,4,3 ) ) OR ( poh.shipmethodid = 1 ) OR ( poh.modifieddate > '2014-04-30 00:00:00' AND poh.shipdate > '2014-07-25 00:00:00' ) OR ( poh.subtotal > 25000 AND pod.orderqty = 4 AND pod.unitprice > 50 )""",0,0
adventureworks_c04,3,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.orderqty=4 and pod.unitprice>50);""","""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.unitprice>50);""",0,0
adventureworks_c04,4,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.orderqty=4 and pod.unitprice>50);""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 AND pod.duedate = '2011-04-30 00:00:00' ) OR ( p.listprice > 50 AND poh.status > 1 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate > '2014-04-30 00:00:00' AND poh.shipdate >= '2014-07-26 00:00:00' ) OR ( poh.subtotal > 25000 AND pod.unitprice > 20 AND p.listprice = 80.99 )""",1,0
adventureworks_c04,5,"""select pod.purchaseorderid,pod.purchaseorderdetailid from product p join purchaseorderdetail pod on p.productid = pod.productid join purchaseorderheader poh on pod.purchaseorderid = poh.purchaseorderid where (p.safetystocklevel =1000 and pod.duedate='2011-04-30 00:00:00' ) or (p.listprice>50 and poh.status >1) or poh.shipmethodid=1 or (poh.orderdate>'2014-04-30 00:00:00' and poh.shipdate> '2014-07-25 00:00:00') or (poh.subtotal > 25000 and pod.orderqty=4 and pod.unitprice>50);""","""SELECT pod.purchaseorderid AS purchaseorderid, pod.purchaseorderdetailid AS purchaseorderdetailid FROM product p JOIN purchaseorderdetail pod ON p.productid = pod.productid JOIN purchaseorderheader poh ON pod.purchaseorderid = poh.purchaseorderid WHERE ( p.safetystocklevel = 1000 AND pod.duedate = '2011-04-30 00:00:00' ) OR ( p.listprice > 50 AND poh.status > 1 ) OR ( poh.shipmethodid = 1 ) OR ( poh.orderdate > '2014-04-30 00:00:00' AND poh.shipdate > '2014-07-25 00:00:00' ) OR ( poh.subtotal > 25000 AND pod.orderqty = 4 AND pod.unitprice > 50 )""",0,0
adventureworks_s03,1,"""select salesorderid, salesorderdetailid from salesorderdetail where orderqty =1 and ( unitprice > 1500 or productid>950);""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM salesorderdetail WHERE ( orderqty = 1 AND unitprice > 1500 ) OR ( orderqty = 1 AND salesorderdetail.productid >= 951 )""",0,0
adventureworks_c05,0,"""select sod.salesorderid, sod.salesorderdetailid from salesorderdetail sod join salesorderheader soh on sod.salesorderid = soh.salesorderid join creditcard cc on soh.creditcardid = cc.creditcardid where ( sod.orderqty >1 and sod.unitprice >500 and sod.unitpricediscount >0 ) or (soh.subtotal > 120000  and soh.freight > 3500) or (soh.revisionnumber=9 and soh.status =5 and soh.territoryid =5) or (cc.cardtype='ColonialVoice' and cc.expyear > 2007 and cc.expmonth > 6);""","""SELECT sod.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid FROM salesorderdetail sod JOIN salesorderheader soh ON sod.salesorderid = soh.salesorderid JOIN creditcard cc ON soh.creditcardid = cc.creditcardid WHERE ( sod.orderqty > 1 AND sod.unitprice >= 550.2406 AND sod.unitpricediscount > 0 ) OR ( soh.subtotal > 120000 AND soh.freight > 3500 ) OR ( soh.revisionnumber = 9 AND soh.status = 5 AND soh.territoryid = 5 ) OR ( cc.cardtype = 'ColonialVoice' AND cc.expyear > 2007 AND cc.expmonth > 6 )""",21,0
adventureworks_c05,1,"""select sod.salesorderid, sod.salesorderdetailid from salesorderdetail sod join salesorderheader soh on sod.salesorderid = soh.salesorderid join creditcard cc on soh.creditcardid = cc.creditcardid where ( sod.orderqty >1 and sod.unitprice >500 and sod.unitpricediscount >0 ) or (soh.subtotal > 120000  and soh.freight > 3500) or (soh.revisionnumber=9 and soh.status =5 and soh.territoryid =5) or (cc.cardtype='ColonialVoice' and cc.expyear > 2007 and cc.expmonth > 6);""","""SELECT sod.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid FROM salesorderdetail sod JOIN salesorderheader soh ON sod.salesorderid = soh.salesorderid JOIN creditcard cc ON soh.creditcardid = cc.creditcardid WHERE ( sod.orderqty > 1 AND sod.unitprice > 500 AND sod.unitpricediscount > 0 ) OR ( soh.subtotal > 120000 AND soh.freight > 3500 ) OR ( soh.revisionnumber = 9 AND soh.status = 5 AND soh.territoryid = 5 ) OR ( cc.cardtype = 'ColonialVoice' AND cc.expyear > 2007 AND cc.expmonth >= 7 )""",0,0
adventureworks_c05,2,"""select sod.salesorderid, sod.salesorderdetailid from salesorderdetail sod join salesorderheader soh on sod.salesorderid = soh.salesorderid join creditcard cc on soh.creditcardid = cc.creditcardid where ( sod.orderqty >1 and sod.unitprice >500 and sod.unitpricediscount >0 ) or (soh.subtotal > 120000  and soh.freight > 3500) or (soh.revisionnumber=9 and soh.status =5 and soh.territoryid =5) or (cc.cardtype='ColonialVoice' and cc.expyear > 2007 and cc.expmonth > 6);""","""SELECT sod.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid FROM salesorderdetail sod JOIN salesorderheader soh ON sod.salesorderid = soh.salesorderid JOIN creditcard cc ON soh.creditcardid = cc.creditcardid WHERE ( sod.orderqty > 1 AND sod.unitprice > 500 AND sod.unitpricediscount > 0 ) OR ( soh.totaldue > 120000 AND soh.freight > 3500 AND soh.subtotal >= 120182.185 ) OR ( soh.revisionnumber = 9 AND soh.status = 5 AND soh.territoryid = 5 ) OR ( cc.cardtype = 'ColonialVoice' AND cc.expyear > 2007 AND cc.expmonth > 6 )""",0,0
adventureworks_c05,3,"""select sod.salesorderid, sod.salesorderdetailid from salesorderdetail sod join salesorderheader soh on sod.salesorderid = soh.salesorderid join creditcard cc on soh.creditcardid = cc.creditcardid where ( sod.orderqty >1 and sod.unitprice >500 and sod.unitpricediscount >0 ) or (soh.subtotal > 120000  and soh.freight > 3500) or (soh.revisionnumber=9 and soh.status =5 and soh.territoryid =5) or (cc.cardtype='ColonialVoice' and cc.expyear > 2007 and cc.expmonth > 6);""","""SELECT sod.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid FROM salesorderdetail sod JOIN salesorderheader soh ON sod.salesorderid = soh.salesorderid JOIN creditcard cc ON soh.creditcardid = cc.creditcardid WHERE ( sod.unitprice > 500 AND sod.unitpricediscount > 0 AND sod.orderqty <> 1 ) OR ( soh.subtotal > 120000 AND soh.freight > 3500 ) OR ( soh.revisionnumber = 9 AND soh.status = 5 AND soh.territoryid = 5 ) OR ( cc.cardtype = 'ColonialVoice' AND cc.expyear > 2007 AND cc.expmonth > 6 )""",0,0
