script_name,test_id,test_type,tquery,fixed_query,duration,final_score
data_collector_jc5,0    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id left join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON lg.instance_id = i.instance_id LEFT JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id""",12,0
data_collector_jm4,2    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id left join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id LEFT JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",106,0
data_collector_jc5,1    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id left join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on i.instance_id = lg.instance_id LEFT JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner """,602,0
data_collector_jc5,2    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id left join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id LEFT JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner """,526,0
data_collector_jc5,3    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id left join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on i.instance_id = lg.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner """,575,0
data_collector_jc5,3    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id left join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON i.instance_id = lg.instance_id LEFT JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",575,0
data_collector_jm1,0    ,jt   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id""",6,0
data_collector_jm1,1    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner """,95,0
data_collector_jm1,2    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",98,0
data_collector_jm1,3    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id LEFT JOIN index_stats ix on ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner""",101,0
data_collector_jm1,3    ,jt   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner""",101,0
data_collector_js5,4    ,jc   ,"""select i.instance_id, s.stat_id from  instances i right join index_stats s on i.instance_id = s.instance_id ""","""select i.instance_id, s.stat_id from  instances i JOIN index_stats s on i.instance_id = s.instance_id""",2,0
data_collector_jc2,0    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON lg.instance_id = i.instance_id JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id""",5,0
data_collector_jc2,1    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND db.database_id = ix.database_id AND tbl.owner = ix.owner """,546,0
data_collector_jc2,2    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",521,0
data_collector_jc2,3    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id RIGHT JOIN index_stats ix on tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND db.database_id = ix.database_id AND tbl.owner = ix.owner """,574,0
data_collector_jc2,3    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON lg.instance_id = i.instance_id JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND db.database_id = ix.database_id AND tbl.owner = ix.owner""",574,0
data_collector_jc3,0    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON lg.instance_id = i.instance_id JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id""",30,0
data_collector_jc3,1    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner""",568,0
data_collector_jc3,2    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",571,0
data_collector_jc3,3    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id FULL JOIN index_stats ix on ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner""",588,0
data_collector_jc3,3    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON lg.instance_id = i.instance_id JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner""",588,0
data_collector_jm3,0    ,jt   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id""",6,0
data_collector_jm3,1    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on db.database_id = tbl.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner """,105,0
data_collector_jm3,2    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",103,0
data_collector_jm3,3    ,jc   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id FULL JOIN index_stats ix on ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",109,0
data_collector_jm3,3    ,jt   ,"""select i.instance_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id AND i.instance_id = ix.instance_id AND tbl.owner = ix.owner""",109,0
data_collector_js4,0    ,jt   ,"""select i.instance_id, s.stat_id from  instances i left join index_stats s on i.instance_id = s.instance_id ""","""SELECT i.instance_id AS instance_id, s.stat_id AS stat_id FROM instances i LEFT JOIN index_stats s ON i.instance_id = s.instance_id""",1,0
data_collector_js4,1    ,jc   ,"""select i.instance_id, s.stat_id from  instances i left join index_stats s on i.instance_id = s.instance_id ""","""select i.instance_id, s.stat_id from  instances i LEFT JOIN index_stats s on i.instance_id = s.instance_id """,3,0
data_collector_js4,2    ,jc   ,"""select i.instance_id, s.stat_id from  instances i left join index_stats s on i.instance_id = s.instance_id ""","""select i.instance_id, s.stat_id from  instances i LEFT JOIN index_stats s on i.instance_id = s.instance_id""",3,0
data_collector_js4,3    ,jc   ,"""select i.instance_id, s.stat_id from  instances i left join index_stats s on i.instance_id = s.instance_id ""","""select i.instance_id, s.stat_id from  instances i JOIN index_stats s on i.instance_id = s.instance_id""",3,0
data_collector_js4,3    ,jt   ,"""select i.instance_id, s.stat_id from  instances i left join index_stats s on i.instance_id = s.instance_id ""","""SELECT i.instance_id AS instance_id, s.stat_id AS stat_id FROM instances i LEFT JOIN index_stats s ON i.instance_id = s.instance_id""",3,0
data_collector_jc1,0    ,jt   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""SELECT i.instance_id AS instance_id, app.id AS app_id, lg.login_id AS login_id, db.database_id AS database_id, tbl.table_id AS table_id, ix.stat_id AS stat_id FROM instances i JOIN databases db ON i.instance_id = db.instance_id JOIN logins lg ON lg.instance_id = i.instance_id JOIN applications app ON app.id = db.application_id JOIN pg_table_stats tbl ON tbl.database_id = db.database_id JOIN index_stats ix ON ix.database_id = tbl.database_id AND tbl.table_id = ix.table_id""",28,0
data_collector_jc1,1    ,jc   ,"""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i join databases db on i.instance_id = db.instance_id join logins lg on lg.instance_id = i.instance_id join applications app on app.id = db.application_id join pg_table_stats tbl on tbl.database_id = db.database_id join index_stats ix on ix.database_id = tbl.database_id and tbl.table_id = ix.table_id ""","""select i.instance_id,app.id as app_id, lg.login_id,db.database_id,tbl.table_id,ix.stat_id from instances i JOIN databases db on i.instance_id = db.instance_id JOIN logins lg on lg.instance_id = i.instance_id JOIN applications app on app.id = db.application_id JOIN pg_table_stats tbl on tbl.database_id = db.database_id JOIN index_stats ix on ix.database_id = tbl.database_id AND i.instance_id = ix.instance_id AND tbl.table_id = ix.table_id AND tbl.owner = ix.owner """,570,0
