script_name,test_id,test_type,tquery,fixed_query,duration,final_score,similarity
polling_etl_c02,4,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01'  and c.imageid > 1000)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01' )""",0,0,0.941176471
polling_etl_s01,3,w    ,"""select id,surveyid from questions where required = 't' and questioncode >'4' and questionposition = 0""","""select id,surveyid from questions where required = 't' and externalsystemid >'4' and questionposition = 0""",0,0,0.666666667
polling_etl_c02,5,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01'  and c.imageid > 1000)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and c.active = 't' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01' )""",1,0,0.823529412
polling_etl_c03,0,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-14' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""",3,0,0.944444444
polling_etl_c03,1,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""",0,0,0.944444444
polling_etl_c03,2,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1  and c.style is null ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""",0,0,0.947368421
polling_etl_c03,3,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questionposition >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""",1,0,0.888888889
polling_etl_c03,4,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 )""",0,0,0.941176471
polling_etl_c03,5,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-16' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >70 and q.etl_time < '2016-12-14' and q.questioncode >=4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  > '2017-02-01') or (c.imageid<1000)""",0,0,0.882352941
polling_etl_c04,0,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-08' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""",7,0,0.944444444
polling_etl_c04,1,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition <=3)""",0,0,0.944444444
polling_etl_c04,2,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01' and c.style is null) or (c.imageid<1000 and c.choiceposition =3)""",0,0,0.947368421
polling_etl_c04,3,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (c.active='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""",0,0,0.888888889
polling_etl_s01,4,w    ,"""select id,surveyid from questions where required = 't' and questioncode >'4' and questionposition = 0""","""select id,surveyid from questions where required = 't' and questioncode >'4' """,8,0,0.8
polling_etl_c04,4,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 )""",0,0,0.941176471
polling_etl_c04,5,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 and c.choiceposition =3)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid >70 and q.etl_time < '2016-12-08' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<1000 and c.etl_time  < '2017-02-01') or (c.imageid<1000 )""",1,0,0.882352941
polling_etl_c05,0,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <90 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""",7,0,0.944444444
polling_etl_c05,1,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition <=3) or q.id = '5386f735-3830-418c-8694-63a473703748'""",0,0,0.944444444
polling_etl_c05,2,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 and c.style is null)or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""",0,0,0.947368421
polling_etl_c05,3,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or c.id = '5386f735-3830-418c-8694-63a473703748'""",0,0,0.888888889
polling_etl_c05,4,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3)""",0,0,0.941176471
polling_etl_c05,5,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-12' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) or q.id = '5386f735-3830-418c-8694-63a473703748'""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where( q.externalsystemid <70 and q.etl_time < '2016-12-14' ) or( q.questioncode =4 and  q.maxresponses = 1 ) or (q.required='t' and q.imageid<300 )or (c.imageid<300 and c.choiceposition =3) """,1,0,0.882352941
polling_etl_m01,0,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >76 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""",1,0,0.9
polling_etl_m01,1,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >=4 and  q.maxresponses = 1""",1,0,0.9
polling_etl_m01,2,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1 and c.imageid > 500""",0,0,0.909090909
polling_etl_m01,3,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and q.required  = 't' and q.questioncode >4 and  q.maxresponses = 1""",0,0,0.8
polling_etl_s01,5,w    ,"""select id,surveyid from questions where required = 't' and questioncode >'4' and questionposition = 0""","""select id,surveyid from questions where required = 'f' and questioncode >'4' and questionposition = 1""",1,0,0.666666667
polling_etl_m01,4,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and q.questioncode >4 and  q.maxresponses = 1 """,0,0,0.888888889
polling_etl_m01,5,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >75 and q.etl_time > '2016-12-14' and c.active = 't' and q.questioncode >4 and  q.maxresponses = 1""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where q.externalsystemid >76 and q.etl_time > '2016-12-18' and c.active = 't' and q.questioncode >3 and q.maxresponses = 1""",1,0,0.7
polling_etl_m02,0,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >76 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""",2,0,0.9
polling_etl_m02,1,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >=4 and  q.maxresponses = 1)""",0,0,0.9
polling_etl_m02,2,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28' and c.choiceposition <4 ) or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""",0,0,0.909090909
polling_etl_m02,3,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (q.required = 't' and q.questioncode >4 and  q.maxresponses = 1)""",0,0,0.8
polling_etl_m02,4,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or ( q.questioncode >4 and  q.maxresponses = 1)""",0,0,0.888888889
polling_etl_m02,5,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >4 and  q.maxresponses = 1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >76 and q.etl_time > '2016-12-28') or (q.required = 't' and q.questioncode >5 and q.maxresponses = 1)""",2,0,0.6
polling_etl_m03,0,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >80 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1)""",3,0,0.916666667
polling_etl_m03,1,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <=2  and  q.maxresponses = -1)""",0,0,0.916666667
polling_etl_m03,2,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1 and c.etl_time >'2017-02-01' )""",0,0,0.923076923
polling_etl_m03,3,w    ,"""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (c.active = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1)""","""select q.surveyid,c.questionid,c.id from questions q join choices c on q.id = c.questionid where ( q.externalsystemid >75 and q.etl_time > '2016-12-28') or (q.required = 't' and q.questioncode >8 ) or (  c.choiceposition <2  and  q.maxresponses = -1)""",0,0,0.833333333
